arrival_ts,predicted_arrival,diff
28910,28909.79365079365,0.20634920634984155
29217,29216.337837837837,0.6621621621634404
29510,29509.723076923077,0.27692307692268514
29796,29795.680555555555,0.3194444444452529
30115,30115.604166666668,-0.6041666666678793
30411,30409.95061728395,1.0493827160498768
30718,30716.60714285714,1.392857142858702
31049,31047.985915492958,1.0140845070418436
31391,31390.803571428572,0.196428571427532
31667,31668.535714285714,-1.535714285713766
32001,31999.444444444445,1.5555555555547471
32265,32266.254545454547,-1.254545454547042
32585,32584.609375,0.390625
32877,32875.7037037037,1.2962962962992606
33183,33183.745762711864,-0.7457627118637902
33473,33472.35384615385,0.6461538461517193
33770,33767.53658536585,2.4634146341486485
34089,34088.333333333336,0.6666666666642413
34370,34368.916666666664,1.0833333333357587
34674,34673.86170212766,0.13829787234135438
34985,34983.44827586207,1.551724137927522
