arrival_ts,predicted_arrival,diff
29645,29638.602272727272,6.397727272727934
29937,29941.24778761062,-4.247787610620435
30252,30252.4578313253,-0.4578313253005035
30544,30544.339285714286,-0.339285714286234
30864,30859.84,4.1599999999998545
31197,31195.75,1.25
31545,31540.12162162162,4.878378378380148
31824,31817.106666666667,6.89333333333343
32147,32145.652173913044,1.3478260869560472
32418,32416.951807228917,1.0481927710825403
32733,32735.89,-2.889999999999418
33027,33025.066666666666,1.9333333333343035
33331,33333.70873786408,-2.708737864079012
33624,33622.71604938272,1.283950617282244
33915,33906.63636363636,8.363636363639671
34241,34240.458333333336,0.5416666666642413
34522,34510.68965517241,11.31034482758696
34825,34824.93233082707,0.06766917293134611
35131,35127.493506493505,3.506493506494735
